Zone,Hospital,Type,Date,Measure Name,Actual,CTAS
Western,Digby General Hospital,Community Hospital,2023-04-01,Discharges,39,
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,946,4
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,"1,734",3
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,"1,110",2
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,27,1
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,35,5
Western,Soldiers' Memorial Hospital,Community Hospital,2023-04-01,Surgical Cases,370,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-04-01,Discharges,15,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-04-01,Admits,1,
Eastern,Cape Breton Complex,Regional Hospital,2023-04-01,Surgical Cases,"1,598",
Central,Hants Community Hospital,Community Hospital,2023-04-01,Discharges,45,
Western,Queens General Hospital,Community Hospital,2023-04-01,Discharges,39,
Western,South Shore Regional Hospital,Regional Hospital,2023-04-01,Admits,216,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-04-01,Admits,198,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,6,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Admits,13,
IWK,IWK Health Centre,Tertiary Hospital,2023-04-01,Surgical Cases,"2,460",
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,20,5
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,74,3
Western,Roseway Hospital,Community Hospital,2023-04-01,Discharges,32,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,1,1
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,154,4
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-04-01,Admits,19,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,3,0
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,5,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,47,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,488,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,120,5
Western,Soldiers' Memorial Hospital,Community Hospital,2023-04-01,Discharges,28,
Central,Cobequid Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,24,1
Western,South Shore Regional Hospital,Regional Hospital,2023-04-01,Discharges,228,
Central,Cobequid Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,733,2
Western,Soldiers' Memorial Hospital,Community Hospital,2023-04-01,Admits,24,
Central,Cobequid Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,"1,773",3
Central,Cobequid Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,82,5
Western,Valley Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,"1,343",4
Western,Valley Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,2,0
Western,Valley Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,18,1
Western,Valley Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,"1,524",3
Central,Cobequid Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,"1,404",4
Western,Valley Regional Hospital,Regional Hospital,2023-04-01,Discharges,617,
Western,Valley Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,133,5
Western,Valley Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,802,2
Eastern,Cape Breton Regional Hospice,Hospice,2023-04-01,Admits,9,
Western,Annapolis Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,90,5
Western,Yarmouth Regional Hospital,Regional Hospital,2023-04-01,Discharges,306,
Western,Annapolis Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,107,4
Western,Annapolis Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,7,3
Western,Yarmouth Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits,"1,833",
IWK,IWK Health Centre,Tertiary Hospital,2023-04-01,Emergency Visits CTAS,36,5
IWK,IWK Health Centre,Tertiary Hospital,2023-04-01,Emergency Visits CTAS,800,2
Western,Valley Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits,"3,822",
Central,Cobequid Community Health Centre,Community Hospital,2023-04-01,Emergency Visits,"4,016",
IWK,IWK Health Centre,Tertiary Hospital,2023-04-01,Emergency Visits CTAS,22,1
IWK,IWK Health Centre,Tertiary Hospital,2023-04-01,Emergency Visits CTAS,"1,461",4
IWK,IWK Health Centre,Tertiary Hospital,2023-04-01,Emergency Visits CTAS,"1,333",3
Western,South Shore Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits,"1,697",
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,3,1
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,204,2
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,825,3
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,703,4
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,28,5
Western,Soldiers' Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,27,2
Western,Soldiers' Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,114,3
Western,Soldiers' Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,386,4
Western,Yarmouth Regional Hospital,Regional Hospital,2023-04-01,Surgical Cases,530,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,567,
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits,"3,852",
Western,Soldiers' Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,40,5
Western,Roseway Hospital,Community Hospital,2023-04-01,Emergency Visits,716,
Eastern,Cape Breton Complex,Regional Hospital,2023-04-01,Admits,946,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,7,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-04-01,Discharges,53,
Northern,South Cumberland Community Care Centre,Community Hospital,2023-04-01,Admits,1,
Western,Queens General Hospital,Community Hospital,2023-04-01,Emergency Visits,700,
Central,Hants Community Hospital,Community Hospital,2023-04-01,Emergency Visits,"1,333",
Western,Roseway Hospital,Community Hospital,2023-04-01,Admits,32,
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Admits,508,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-04-01,Admits,10,
Eastern,Cape Breton Regional Hospice,Hospice,2023-04-01,Discharges,12,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,709,
Eastern,Cape Breton Complex,Regional Hospital,2023-04-01,Discharges,938,
Northern,Sutherland Harris Memorial Hospital,Community Hospital,2023-04-01,Admits,20,
Central,QEII,Tertiary Hospital,2023-04-01,Admits,"2,080",
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,302,4
Western,Digby General Hospital,Community Hospital,2023-04-01,Emergency Visits,876,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,375,4
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,22,
Western,Annapolis Community Health Centre,Community Hospital,2023-04-01,Emergency Visits,204,
Central,Hants Community Hospital,Community Hospital,2023-04-01,Admits,49,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,92,4
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,52,5
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,33,3
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,6,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,421,
Central,QEII,Tertiary Hospital,2023-04-01,Emergency Visits,"6,121",
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-04-01,Discharges,5,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,83,5
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,31,2
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,376,4
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,148,3
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,95,3
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,131,4
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,620,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,666,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-04-01,Discharges,12,
Western,South Shore Regional Hospital,Regional Hospital,2023-04-01,Surgical Cases,684,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-04-01,Admits,8,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-04-01,Emergency Visits,"1,869",
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,10,2
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-04-01,Emergency Visits,254,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-04-01,Emergency Visits CTAS,18,5
Western,Annapolis Community Health Centre,Community Hospital,2023-04-01,Admits,9,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-04-01,Emergency Visits,"2,753",
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,99,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,259,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,51,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,8,2
Eastern,Cape Breton Complex,Regional Hospital,2023-04-01,Emergency Visits,"3,548",
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,2,0
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-04-01,Surgical Cases,82,
Western,Queens General Hospital,Community Hospital,2023-04-01,Admits,40,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-04-01,Surgical Cases,608,
Northern,All Saints Springhill Hospital,Community Hospital,2023-04-01,Emergency Visits,631,
Northern,Aberdeen Hospital,Regional Hospital,2023-04-01,Emergency Visits,"2,453",
Western,Valley Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,104,5
Western,Fishermen's Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,244,3
Western,Fishermen's Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,328,4
Western,Fishermen's Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,26,5
Western,Fishermen's Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,30,2
Eastern,Cape Breton Complex,Regional Hospital,2023-03-01,Emergency Visits CTAS,936,4
Eastern,Cape Breton Complex,Regional Hospital,2023-03-01,Emergency Visits CTAS,27,1
Eastern,Cape Breton Complex,Regional Hospital,2023-03-01,Emergency Visits CTAS,"1,603",3
Eastern,Cape Breton Complex,Regional Hospital,2023-03-01,Emergency Visits CTAS,74,5
Eastern,Cape Breton Complex,Regional Hospital,2023-03-01,Emergency Visits CTAS,981,2
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,1,1
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,13,2
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,85,3
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,128,4
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,16,5
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,54,5
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,668,4
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-03-01,Discharges,13,
Eastern,Strait Richmond Hospital,Community Hospital,2023-03-01,Discharges,21,
Central,Dartmouth General Hospital,Regional Hospital,2023-03-01,Discharges,517,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,28,1
Western,Yarmouth Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,414,2
Western,Yarmouth Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,915,3
Western,Yarmouth Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,45,5
Western,Yarmouth Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,462,4
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-03-01,Discharges,14,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-03-01,Discharges,10,
IWK,IWK Health Centre,Tertiary Hospital,2023-03-01,Discharges,"1,500",
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-03-01,Discharges,5,
Northern,Aberdeen Hospital,Regional Hospital,2023-03-01,Discharges,469,
Central,QEII,Tertiary Hospital,2023-03-01,Discharges,"2,162",
Northern,All Saints Springhill Hospital,Community Hospital,2023-03-01,Discharges,37,
Central,Hants Community Hospital,Community Hospital,2023-03-01,Surgical Cases,192,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-03-01,Discharges,472,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-03-01,Admits,313,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-03-01,Discharges,10,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-03-01,Surgical Cases,530,
Central,Nova Scotia Hospital,Tertiary Hospital,2023-03-01,Discharges,51,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Discharges,187,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-03-01,Admits,1,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Discharges,16,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Discharges,4,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,1,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,1,0
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,768,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,109,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,68,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,819,4
Northern,South Cumberland Community Care Centre,Community Hospital,2023-03-01,Discharges,1,
Northern,Sutherland Harris Memorial Hospital,Community Hospital,2023-03-01,Discharges,22,
Northern,Aberdeen Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,65,5
Northern,Aberdeen Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,730,4
Northern,Aberdeen Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,"1,213",3
Northern,Aberdeen Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,415,2
Northern,Aberdeen Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,12,1
Western,Annapolis Community Health Centre,Community Hospital,2023-03-01,Discharges,6,
Western,Valley Regional Hospital,Regional Hospital,2023-03-01,Admits,638,
Western,Digby General Hospital,Community Hospital,2023-03-01,Discharges,38,
Central,Hants Community Hospital,Community Hospital,2023-03-01,Discharges,60,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-03-01,Discharges,17,
Eastern,Cape Breton Complex,Regional Hospital,2023-03-01,Surgical Cases,"1,730",
Western,Queens General Hospital,Community Hospital,2023-03-01,Discharges,45,
Western,South Shore Regional Hospital,Regional Hospital,2023-03-01,Admits,251,
Western,Roseway Hospital,Community Hospital,2023-03-01,Discharges,39,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,25,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,476,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,8,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,127,5
Western,Soldiers' Memorial Hospital,Community Hospital,2023-03-01,Discharges,15,
Western,South Shore Regional Hospital,Regional Hospital,2023-03-01,Discharges,242,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-03-01,Admits,18,
Western,Valley Regional Hospital,Regional Hospital,2023-03-01,Discharges,635,
Western,Valley Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,"1,201",4
Western,Valley Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,"1,593",3
Western,Valley Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,865,2
Western,Valley Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,12,1
Western,Yarmouth Regional Hospital,Regional Hospital,2023-03-01,Discharges,313,
Central,Cobequid Community Health Centre,Community Hospital,2023-03-01,Emergency Visits,"4,081",
IWK,IWK Health Centre,Tertiary Hospital,2023-03-01,Emergency Visits CTAS,38,5
IWK,IWK Health Centre,Tertiary Hospital,2023-03-01,Emergency Visits CTAS,"1,390",4
IWK,IWK Health Centre,Tertiary Hospital,2023-03-01,Emergency Visits CTAS,"1,279",3
IWK,IWK Health Centre,Tertiary Hospital,2023-03-01,Emergency Visits CTAS,821,2
IWK,IWK Health Centre,Tertiary Hospital,2023-03-01,Emergency Visits CTAS,18,1
Central,Dartmouth General Hospital,Regional Hospital,2023-03-01,Emergency Visits,"3,734",
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,12,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-03-01,Discharges,68,
Central,Hants Community Hospital,Community Hospital,2023-03-01,Emergency Visits,"1,055",
Western,Roseway Hospital,Community Hospital,2023-03-01,Admits,37,
Central,QEII,Tertiary Hospital,2023-03-01,Admits,"2,144",
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,41,
Central,QEII,Tertiary Hospital,2023-03-01,Emergency Visits,"6,011",
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,121,5
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,399,4
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,78,3
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,16,2
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,650,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-03-01,Emergency Visits,243,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-03-01,Surgical Cases,80,
Eastern,Cape Breton Complex,Regional Hospital,2023-03-01,Emergency Visits,"3,621",
Western,Queens General Hospital,Community Hospital,2023-03-01,Admits,41,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,58,
Northern,All Saints Springhill Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,7,2
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,150,
Northern,All Saints Springhill Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,122,3
Western,Fishermen's Memorial Hospital,Community Hospital,2023-03-01,Admits,20,
Eastern,Cape Breton Regional Hospice,Hospice,2023-03-01,Discharges,7,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,802,
Northern,All Saints Springhill Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,317,4
Northern,All Saints Springhill Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,57,5
Northern,All Saints Springhill Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,5,0
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-03-01,Emergency Visits,203,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits,"1,775",
Eastern,Strait Richmond Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,39,5
Eastern,Strait Richmond Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,139,4
Eastern,Strait Richmond Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,111,3
Eastern,Strait Richmond Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,52,2
Eastern,Strait Richmond Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,2,0
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,188,
Western,Digby General Hospital,Community Hospital,2023-03-01,Admits,43,
Western,South Shore Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,913,3
Western,South Shore Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,254,2
Western,South Shore Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,10,1
Eastern,Strait Richmond Hospital,Community Hospital,2023-03-01,Emergency Visits,351,
Western,South Shore Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,475,4
Western,South Shore Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,14,5
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,614,
IWK,IWK Health Centre,Tertiary Hospital,2023-03-01,Emergency Visits,"3,578",
Northern,Aberdeen Hospital,Regional Hospital,2023-03-01,Emergency Visits,"2,435",
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,96,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,381,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,9,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,5,0
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,71,3
Northern,All Saints Springhill Hospital,Community Hospital,2023-03-01,Emergency Visits,510,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-03-01,Surgical Cases,590,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-03-01,Emergency Visits,"2,843",
Western,Annapolis Community Health Centre,Community Hospital,2023-03-01,Admits,6,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-03-01,Discharges,14,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits,"1,771",
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-03-01,Admits,10,
Western,South Shore Regional Hospital,Regional Hospital,2023-03-01,Surgical Cases,732,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,636,
Central,Hants Community Hospital,Community Hospital,2023-03-01,Admits,59,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,569,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,47,5
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,85,4
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,38,3
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,7,2
Western,Annapolis Community Health Centre,Community Hospital,2023-03-01,Emergency Visits,245,
Western,Digby General Hospital,Community Hospital,2023-03-01,Emergency Visits,646,
Northern,Sutherland Harris Memorial Hospital,Community Hospital,2023-03-01,Admits,19,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,628,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-03-01,Admits,10,
Eastern,Cape Breton Complex,Regional Hospital,2023-03-01,Discharges,979,
Western,Queens General Hospital,Community Hospital,2023-03-01,Emergency Visits,649,
Eastern,Cape Breton Complex,Regional Hospital,2023-03-01,Admits,957,
Western,Roseway Hospital,Community Hospital,2023-03-01,Emergency Visits,670,
Northern,South Cumberland Community Care Centre,Community Hospital,2023-03-01,Admits,1,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,419,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,23,5
Western,Soldiers' Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,279,4
Western,Soldiers' Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,96,3
Western,Soldiers' Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,21,2
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,696,4
Western,South Shore Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits,"1,666",
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,5,1
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,827,3
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,29,5
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,218,2
Central,Dartmouth General Hospital,Regional Hospital,2023-03-01,Admits,498,
Western,Valley Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits,"3,775",
Western,Yarmouth Regional Hospital,Regional Hospital,2023-03-01,Emergency Visits,"1,864",
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Admits,1,
Western,Annapolis Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,140,4
Western,Annapolis Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,95,5
Western,Annapolis Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,10,3
Eastern,Cape Breton Regional Hospice,Hospice,2023-03-01,Admits,10,
Central,Cobequid Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,14,1
Central,Cobequid Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,759,2
Central,Cobequid Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,"1,921",3
Central,Cobequid Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,"1,315",4
Central,Cobequid Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,72,5
IWK,IWK Health Centre,Tertiary Hospital,2023-03-01,Surgical Cases,"3,088",
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Admits,18,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,19,5
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,108,4
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,57,3
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-03-01,Emergency Visits CTAS,18,2
